uri, type, function, type2, path2, tag
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, len, , , len
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, seg.permute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: seg:permute
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, Image.fromarray, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Image:fromarray
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, seg.save, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: seg:save
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, tqdm, [FUNC] [SIDE_PACKAGE], C:/Python39/lib/site-packages/tqdm, [FUNC] [SIDE_PACKAGE]: tqdm.tqdm
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, get_input, , , get_input
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, img.cuda, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: img:cuda
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, run_model, , , run_model
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, save_segmentation, , , save_segmentation
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, print, , , print
taming-transformers/scripts/extract_segmentation.py:rescale_bgr, function, torch.flip, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:flip
taming-transformers/scripts/extract_segmentation.py:run_model, function, model.eval, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:eval
taming-transformers/scripts/extract_segmentation.py:run_model, function, torch.no_grad, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:no_grad
taming-transformers/scripts/extract_segmentation.py:run_model, function, model, , , model
taming-transformers/scripts/extract_segmentation.py:run_model, function, torch.argmax, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:argmax
taming-transformers/scripts/extract_segmentation.py:run_model, function, segmentation.detach, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: segmentation:detach
taming-transformers/scripts/extract_segmentation.py:get_input, function, len, , , len
taming-transformers/scripts/extract_segmentation.py:get_input, function, x.permute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: x:permute
taming-transformers/scripts/extract_segmentation.py:get_input, function, x.float, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: x:float
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, len, , , len
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, seg.permute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: seg:permute
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, Image.fromarray, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Image:fromarray
taming-transformers/scripts/extract_segmentation.py:save_segmentation, function, seg.save, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: seg:save
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, os.makedirs, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:makedirs
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, tqdm, [FUNC] [SIDE_PACKAGE], C:/Python39/lib/site-packages/tqdm, [FUNC] [SIDE_PACKAGE]: tqdm.tqdm
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, get_input, , , get_input
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, img.cuda, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: img:cuda
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, run_model, , , run_model
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, save_segmentation, , , save_segmentation
taming-transformers/scripts/extract_segmentation.py:iterate_dataset, function, print, , , print
taming-transformers/scripts/make_samples.py:save_image, function, Image.fromarray, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Image:fromarray
taming-transformers/scripts/make_samples.py:run_conditional, function, len, , , len
taming-transformers/scripts/make_samples.py:run_conditional, function, sorted, [BUILT_IN], , [BUILT_IN]: sorted
taming-transformers/scripts/make_samples.py:run_conditional, function, next, [BUILT_IN], , [BUILT_IN]: next
taming-transformers/scripts/make_samples.py:run_conditional, function, print, , , print
taming-transformers/scripts/make_samples.py:run_conditional, function, trange, [FUNC] [SIDE_PACKAGE], C:/Python39/lib/site-packages/tqdm, [FUNC] [SIDE_PACKAGE]: tqdm.trange
taming-transformers/scripts/make_samples.py:run_conditional, function, list, , , list
taming-transformers/scripts/make_samples.py:run_conditional, function, default_collate, , , default_collate
taming-transformers/scripts/make_samples.py:run_conditional, function, model.get_input, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:get_input
taming-transformers/scripts/make_samples.py:run_conditional, function, range, , , range
taming-transformers/scripts/make_samples.py:run_conditional, function, save_image, , , save_image
taming-transformers/scripts/make_samples.py:run_conditional, function, model.encode_to_z, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:encode_to_z
taming-transformers/scripts/make_samples.py:run_conditional, function, model.encode_to_c, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:encode_to_c
taming-transformers/scripts/make_samples.py:run_conditional, function, torch.argmax, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:argmax
taming-transformers/scripts/make_samples.py:run_conditional, function, c.squeeze, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: c:squeeze
taming-transformers/scripts/make_samples.py:run_conditional, function, idx.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: idx:reshape
taming-transformers/scripts/make_samples.py:run_conditional, function, cidx.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: cidx:reshape
taming-transformers/scripts/make_samples.py:run_conditional, function, patch.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: patch:reshape
taming-transformers/scripts/make_samples.py:run_conditional, function, cpatch.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: cpatch:reshape
taming-transformers/scripts/make_samples.py:run_conditional, function, torch.cat, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:cat
taming-transformers/scripts/make_samples.py:run_conditional, function, model.transformer, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:transformer
taming-transformers/scripts/make_samples.py:run_conditional, function, logits.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: logits:reshape
taming-transformers/scripts/make_samples.py:run_conditional, function, model.top_k_logits, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:top_k_logits
taming-transformers/scripts/make_samples.py:run_conditional, function, torch.multinomial, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:multinomial
taming-transformers/scripts/make_samples.py:run_conditional, function, torch.topk, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:topk
taming-transformers/scripts/make_samples.py:run_conditional, function, model.decode_to_img, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:decode_to_img
taming-transformers/scripts/make_samples.py:get_parser, function, argparse.ArgumentParser, [CLASS] [STDLIB], , [CLASS] [STDLIB]: argparse:ArgumentParser
taming-transformers/scripts/make_samples.py:get_parser, function, parser.add_argument, [CLASS] [STDLIB], , [CLASS] [STDLIB]: parser:add_argument
taming-transformers/scripts/make_samples.py:get_parser, function, default=list, , , default=list
taming-transformers/scripts/make_samples.py:load_model_from_config, function, print, , , print
taming-transformers/scripts/make_samples.py:load_model_from_config, function, instantiate_from_config, [FUNC] [REPO], taming-transformers/main.py, [FUNC] [REPO]: main.instantiate_from_config
taming-transformers/scripts/make_samples.py:load_model_from_config, function, model.load_state_dict, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:load_state_dict
taming-transformers/scripts/make_samples.py:load_model_from_config, function, model.cuda, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:cuda
taming-transformers/scripts/make_samples.py:load_model_from_config, function, model.eval, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:eval
taming-transformers/scripts/make_samples.py:get_data, function, instantiate_from_config, [FUNC] [REPO], taming-transformers/main.py, [FUNC] [REPO]: main.instantiate_from_config
taming-transformers/scripts/make_samples.py:get_data, function, data.prepare_data, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: data:prepare_data
taming-transformers/scripts/make_samples.py:get_data, function, data.setup, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: data:setup
taming-transformers/scripts/make_samples.py:load_model_and_dset, function, get_data, , , get_data
taming-transformers/scripts/make_samples.py:load_model_and_dset, function, torch.load, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:load
taming-transformers/scripts/make_samples.py:load_model_and_dset, function, load_model_from_config, , , load_model_from_config
taming-transformers/scripts/sample_conditional.py:bchw_to_st, function, rescale, , , rescale
taming-transformers/scripts/sample_conditional.py:save_img, function, Image.fromarray, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Image:fromarray
taming-transformers/scripts/sample_conditional.py:get_interactive_image, function, st.file_uploader, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:file_uploader
taming-transformers/scripts/sample_conditional.py:get_interactive_image, function, Image.open, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Image:open
taming-transformers/scripts/sample_conditional.py:get_interactive_image, function, image.convert, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: image:convert
taming-transformers/scripts/sample_conditional.py:get_interactive_image, function, np.array, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/numpy, [CLASS] [SIDE_PACKAGE]: np:array
taming-transformers/scripts/sample_conditional.py:get_interactive_image, function, print, , , print
taming-transformers/scripts/sample_conditional.py:get_interactive_image, function, Image.fromarray, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Image:fromarray
taming-transformers/scripts/sample_conditional.py:get_interactive_image, function, img.resize, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: img:resize
taming-transformers/scripts/sample_conditional.py:single_image_to_torch, function, np.array, [CLASS] [SIDE_PACKAGE], C:/Python39/lib/site-packages/numpy, [CLASS] [SIDE_PACKAGE]: np:array
taming-transformers/scripts/sample_conditional.py:single_image_to_torch, function, torch.FloatTensor, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:FloatTensor
taming-transformers/scripts/sample_conditional.py:single_image_to_torch, function, x.permute, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: x:permute
taming-transformers/scripts/sample_conditional.py:pad_to_M, function, math.ceil, [CLASS] [STDLIB], , [CLASS] [STDLIB]: math:ceil
taming-transformers/scripts/sample_conditional.py:run_conditional, function, len, , , len
taming-transformers/scripts/sample_conditional.py:run_conditional, function, sorted, [BUILT_IN], , [BUILT_IN]: sorted
taming-transformers/scripts/sample_conditional.py:run_conditional, function, next, [BUILT_IN], , [BUILT_IN]: next
taming-transformers/scripts/sample_conditional.py:run_conditional, function, max_value=len, , , max_value=len
taming-transformers/scripts/sample_conditional.py:run_conditional, function, list, , , list
taming-transformers/scripts/sample_conditional.py:run_conditional, function, default_collate, , , default_collate
taming-transformers/scripts/sample_conditional.py:run_conditional, function, model.get_input, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:get_input
taming-transformers/scripts/sample_conditional.py:run_conditional, function, model.encode_to_z, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:encode_to_z
taming-transformers/scripts/sample_conditional.py:run_conditional, function, model.encode_to_c, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:encode_to_c
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.write, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:write
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.image, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:image
taming-transformers/scripts/sample_conditional.py:run_conditional, function, torch.argmax, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:argmax
taming-transformers/scripts/sample_conditional.py:run_conditional, function, c.squeeze, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: c:squeeze
taming-transformers/scripts/sample_conditional.py:run_conditional, function, idx.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: idx:reshape
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.info, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:info
taming-transformers/scripts/sample_conditional.py:run_conditional, function, c_indices.clone, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: c_indices:clone
taming-transformers/scripts/sample_conditional.py:run_conditional, function, cidx.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: cidx:reshape
taming-transformers/scripts/sample_conditional.py:run_conditional, function, model.decode_to_img, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:decode_to_img
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.number_input, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:number_input
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.checkbox, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:checkbox
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.text, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:text
taming-transformers/scripts/sample_conditional.py:run_conditional, function, imageio.get_writer, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: imageio:get_writer
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.empty, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:empty
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.button, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:button
taming-transformers/scripts/sample_conditional.py:run_conditional, function, time.time, [CLASS] [STDLIB], , [CLASS] [STDLIB]: time:time
taming-transformers/scripts/sample_conditional.py:run_conditional, function, range, , , range
taming-transformers/scripts/sample_conditional.py:run_conditional, function, elapsed_t.text, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: elapsed_t:text
taming-transformers/scripts/sample_conditional.py:run_conditional, function, info.text, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: info:text
taming-transformers/scripts/sample_conditional.py:run_conditional, function, patch.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: patch:reshape
taming-transformers/scripts/sample_conditional.py:run_conditional, function, cpatch.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: cpatch:reshape
taming-transformers/scripts/sample_conditional.py:run_conditional, function, torch.cat, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:cat
taming-transformers/scripts/sample_conditional.py:run_conditional, function, model.transformer, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:transformer
taming-transformers/scripts/sample_conditional.py:run_conditional, function, logits.reshape, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: logits:reshape
taming-transformers/scripts/sample_conditional.py:run_conditional, function, model.top_k_logits, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:top_k_logits
taming-transformers/scripts/sample_conditional.py:run_conditional, function, torch.multinomial, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:multinomial
taming-transformers/scripts/sample_conditional.py:run_conditional, function, torch.topk, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:topk
taming-transformers/scripts/sample_conditional.py:run_conditional, function, bchw_to_st, , , bchw_to_st
taming-transformers/scripts/sample_conditional.py:run_conditional, function, output.image, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: output:image
taming-transformers/scripts/sample_conditional.py:run_conditional, function, writer.append_data, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: writer:append_data
taming-transformers/scripts/sample_conditional.py:run_conditional, function, writer.close, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: writer:close
taming-transformers/scripts/sample_conditional.py:run_conditional, function, st.video, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:video
taming-transformers/scripts/sample_conditional.py:get_parser, function, argparse.ArgumentParser, [CLASS] [STDLIB], , [CLASS] [STDLIB]: argparse:ArgumentParser
taming-transformers/scripts/sample_conditional.py:get_parser, function, parser.add_argument, [CLASS] [STDLIB], , [CLASS] [STDLIB]: parser:add_argument
taming-transformers/scripts/sample_conditional.py:get_parser, function, default=list, , , default=list
taming-transformers/scripts/sample_conditional.py:load_model_from_config, function, st.warning, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:warning
taming-transformers/scripts/sample_conditional.py:load_model_from_config, function, instantiate_from_config, [FUNC] [REPO], taming-transformers/main.py, [FUNC] [REPO]: main.instantiate_from_config
taming-transformers/scripts/sample_conditional.py:load_model_from_config, function, model.load_state_dict, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:load_state_dict
taming-transformers/scripts/sample_conditional.py:load_model_from_config, function, st.info, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: st:info
taming-transformers/scripts/sample_conditional.py:load_model_from_config, function, model.cuda, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:cuda
taming-transformers/scripts/sample_conditional.py:load_model_from_config, function, model.eval, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:eval
taming-transformers/scripts/sample_conditional.py:get_data, function, instantiate_from_config, [FUNC] [REPO], taming-transformers/main.py, [FUNC] [REPO]: main.instantiate_from_config
taming-transformers/scripts/sample_conditional.py:get_data, function, data.prepare_data, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: data:prepare_data
taming-transformers/scripts/sample_conditional.py:get_data, function, data.setup, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: data:setup
taming-transformers/scripts/sample_conditional.py:load_model_and_dset, function, get_data, , , get_data
taming-transformers/scripts/sample_conditional.py:load_model_and_dset, function, torch.load, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: torch:load
taming-transformers/scripts/sample_conditional.py:load_model_and_dset, function, load_model_from_config, , , load_model_from_config
taming-transformers/scripts/sample_fast.py:chw_to_pillow, function, Image.fromarray, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Image:fromarray
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, dict, [BUILT_IN], , [BUILT_IN]: dict
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, type, , , type
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, repeat, [FUNC] [SIDE_PACKAGE], , [FUNC] [SIDE_PACKAGE]: einops.repeat
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, time.time, [CLASS] [STDLIB], , [CLASS] [STDLIB]: time:time
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, sample_with_past, , , sample_with_past
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, print, , , print
taming-transformers/scripts/sample_fast.py:sample_classconditional, function, model.decode_to_img, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: model:decode_to_img
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, dict, [BUILT_IN], , [BUILT_IN]: dict
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, repeat, [FUNC] [SIDE_PACKAGE], , [FUNC] [SIDE_PACKAGE]: einops.repeat
taming-transformers/scripts/sample_fast.py:sample_unconditional, function, time.time, [CLASS] [STDLIB], , [CLASS] [STDLIB]: time:time
