uri, type, function, type2, path2, tag
dsa2/core_test.py:os_file_replace, function, print, , , print
dsa2/core_test.py:test_benchmark, function, log_info_repo, , , log_info_repo
dsa2/core_test.py:test_benchmark, function, log, , , log
dsa2/core_test.py:test_benchmark, function, path.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: path:replace
dsa2/core_test.py:test_benchmark, function, log_separator, , , log_separator
dsa2/core_test.py:test_benchmark, function, print, , , print
dsa2/core_test.py:test_benchmark, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_cli, function, log, , , log
dsa2/core_test.py:test_cli, function, log_info_repo, , , log_info_repo
dsa2/core_test.py:test_cli, function, path_norm, , , path_norm
dsa2/core_test.py:test_cli, function, print, , , print
dsa2/core_test.py:test_cli, function, is_valid_cmd, , , is_valid_cmd
dsa2/core_test.py:test_cli, function, cmd.strip, [CLASS] [STDLIB], , [CLASS] [STDLIB]: cmd:strip
dsa2/core_test.py:test_cli, function, len, , , len
dsa2/core_test.py:test_cli, function, cmd.startswith, [CLASS] [STDLIB], , [CLASS] [STDLIB]: cmd:startswith
dsa2/core_test.py:test_cli, function, open, [BUILT_IN], , [BUILT_IN]: open
dsa2/core_test.py:test_cli, function, f.readlines, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:readlines
dsa2/core_test.py:test_cli, function, ss.strip, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: ss:strip
dsa2/core_test.py:test_cli, function, to_logfile, , , to_logfile
dsa2/core_test.py:test_cli, function, log_separator, , , log_separator
dsa2/core_test.py:test_cli, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_pullrequest, function, log_info_repo, , , log_info_repo
dsa2/core_test.py:test_pullrequest, function, str, [BUILT_IN], , [BUILT_IN]: str
dsa2/core_test.py:test_pullrequest, function, log, , , log
dsa2/core_test.py:test_pullrequest, function, get_recursive_files, , , get_recursive_files
dsa2/core_test.py:test_pullrequest, function, test_import, , , test_import
dsa2/core_test.py:test_pullrequest, function, sleep, [FUNC] [SIDE_PACKAGE], , [FUNC] [SIDE_PACKAGE]: time.sleep
dsa2/core_test.py:test_pullrequest, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_pullrequest, function, to_logfile, , , to_logfile
dsa2/core_test.py:test_pullrequest, function, log_separator, , , log_separator
dsa2/core_test.py:test_pullrequest, function, open, [BUILT_IN], , [BUILT_IN]: open
dsa2/core_test.py:test_pullrequest, function, f.readlines, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: f:readlines
dsa2/core_test.py:test_pullrequest, function, Exception, , , Exception
dsa2/core_test.py:test_dataloader, function, log_info_repo, , , log_info_repo
dsa2/core_test.py:test_dataloader, function, json_load, , , json_load
dsa2/core_test.py:test_dataloader, function, log, , , log
dsa2/core_test.py:test_dataloader, function, path.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: path:replace
dsa2/core_test.py:test_dataloader, function, log_separator, , , log_separator
dsa2/core_test.py:test_dataloader, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_json_all, function, log_info_repo, , , log_info_repo
dsa2/core_test.py:test_json_all, function, os_package_root_path, , , os_package_root_path
dsa2/core_test.py:test_json_all, function, root.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: root:replace
dsa2/core_test.py:test_json_all, function, log, , , log
dsa2/core_test.py:test_json_all, function, str, [BUILT_IN], , [BUILT_IN]: str
dsa2/core_test.py:test_json_all, function, get_recursive_files2, , , get_recursive_files2
dsa2/core_test.py:test_json_all, function, print, , , print
dsa2/core_test.py:test_json_all, function, json.load, [CLASS] [STDLIB], C:/Python39/lib/json, [CLASS] [STDLIB]: json:load
dsa2/core_test.py:test_json_all, function, cfg.items, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: cfg:items
dsa2/core_test.py:test_json_all, function, log_separator, , , log_separator
dsa2/core_test.py:test_json_all, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_all, function, log_info_repo, , , log_info_repo
dsa2/core_test.py:test_all, function, log, , , log
dsa2/core_test.py:test_all, function, model_get_list, , , model_get_list
dsa2/core_test.py:test_all, function, json.load, [CLASS] [STDLIB], C:/Python39/lib/json, [CLASS] [STDLIB]: json:load
dsa2/core_test.py:test_all, function, path_norm, , , path_norm
dsa2/core_test.py:test_all, function, path.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: path:replace
dsa2/core_test.py:test_all, function, t.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: t:replace
dsa2/core_test.py:test_all, function, log_separator, , , log_separator
dsa2/core_test.py:test_all, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_all, function, log_remote_push, , , log_remote_push
dsa2/core_test.py:test_all, function, sleep, [FUNC] [SIDE_PACKAGE], , [FUNC] [SIDE_PACKAGE]: time.sleep
dsa2/core_test.py:test_json, function, log_info_repo, , , log_info_repo
dsa2/core_test.py:test_json, function, os_package_root_path, , , os_package_root_path
dsa2/core_test.py:test_json, function, root.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: root:replace
dsa2/core_test.py:test_json, function, log, , , log
dsa2/core_test.py:test_json, function, str, [BUILT_IN], , [BUILT_IN]: str
dsa2/core_test.py:test_json, function, get_recursive_files2, , , get_recursive_files2
dsa2/core_test.py:test_json, function, print, , , print
dsa2/core_test.py:test_json, function, json.load, [CLASS] [STDLIB], C:/Python39/lib/json, [CLASS] [STDLIB]: json:load
dsa2/core_test.py:test_json, function, cfg.items, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: cfg:items
dsa2/core_test.py:test_json, function, log_separator, , , log_separator
dsa2/core_test.py:test_json, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_list, function, log_separator, , , log_separator
dsa2/core_test.py:test_list, function, log, , , log
dsa2/core_test.py:test_list, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_custom, function, test_list, , , test_list
dsa2/core_test.py:test_fast_linux, function, test_list, , , test_list
dsa2/core_test.py:log, function, print, , , print
dsa2/core_test.py:log, function, log_info_repo, , , log_info_repo
dsa2/core_test.py:log, function, os_bash, , , os_bash
dsa2/core_test.py:log, function, repo.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: repo:replace
dsa2/core_test.py:log, function, workflow.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: workflow:replace
dsa2/core_test.py:log, function, sha.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: sha:replace
dsa2/core_test.py:log, function, branch.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: branch:replace
dsa2/core_test.py:log, function, locals, , , locals
dsa2/core_test.py:log, function, dlocal.get, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: dlocal:get
dsa2/core_test.py:log, function, log_separator, , , log_separator
dsa2/core_test.py:test_all_files, function, log, , , log
dsa2/core_test.py:test_all_files, function, os.getcwd, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:getcwd
dsa2/core_test.py:test_all_files, function, glob.glob, [CLASS] [STDLIB], , [CLASS] [STDLIB]: glob:glob
dsa2/core_test.py:test_all_files, function, path.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: path:replace
dsa2/core_test.py:test_all_files, function, log_separator, , , log_separator
dsa2/core_test.py:test_all_files, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_all_example, function, log, , , log
dsa2/core_test.py:test_all_example, function, os.getcwd, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:getcwd
dsa2/core_test.py:test_all_example, function, glob.glob, [CLASS] [STDLIB], , [CLASS] [STDLIB]: glob:glob
dsa2/core_test.py:test_all_example, function, path.replace, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: path:replace
dsa2/core_test.py:test_all_example, function, log_separator, , , log_separator
dsa2/core_test.py:test_all_example, function, os.system, [CLASS] [STDLIB], , [CLASS] [STDLIB]: os:system
dsa2/core_test.py:test_all_example, function, open, [BUILT_IN], , [BUILT_IN]: open
dsa2/core_test.py:test_all_example, function, fp.readlines, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: fp:readlines
dsa2/core_test.py:test_all_example, function, Exception, , , Exception
dsa2/core_test.py:cli_load_arguments, function, path_norm, , , path_norm
dsa2/core_test.py:cli_load_arguments, function, argparse.ArgumentParser, [CLASS] [STDLIB], , [CLASS] [STDLIB]: argparse:ArgumentParser
dsa2/core_test.py:cli_load_arguments, function, add, , , add
dsa2/core_test.py:cli_load_arguments, function, p.add_argument, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: p:add_argument
dsa2/core_test.py:cli_load_arguments, function, p.parse_args, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: p:parse_args
dsa2/core_test.py:main, function, cli_load_arguments, , , cli_load_arguments
dsa2/core_test.py:main, function, log, , , log
dsa2/core_test.py:main, function, test_list, , , test_list
dsa2/core_test.py:main, function, globals, , , globals
dsa2/titanic_classifier.py:global_pars_update, function, print, , , print
dsa2/titanic_classifier.py:config1, function, post_process_fun, , , post_process_fun
dsa2/titanic_classifier.py:config1, function, int, [BUILT_IN], , [BUILT_IN]: int
dsa2/titanic_classifier.py:config1, function, pre_process_fun, , , pre_process_fun
dsa2/titanic_classifier.py:config1, function, global_pars_update, , , global_pars_update
dsa2/titanic_classifier.py:config1, function, config_name=os_get_function_name, , , config_name=os_get_function_name
dsa2/titanic_classifier.py:pd_col_myfun, function, load, , , load
dsa2/titanic_classifier.py:pd_col_myfun, function, list, , , list
dsa2/titanic_classifier.py:pd_col_myfun, function, save, , , save
dsa2/titanic_classifier.py:pd_col_myfun, function, pars.get, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pars:get
dsa2/titanic_gefs.py:global_pars_update, function, print, , , print
dsa2/titanic_gefs.py:config1, function, post_process_fun, , , post_process_fun
dsa2/titanic_gefs.py:config1, function, int, [BUILT_IN], , [BUILT_IN]: int
dsa2/titanic_gefs.py:config1, function, pre_process_fun, , , pre_process_fun
dsa2/titanic_gefs.py:config1, function, global_pars_update, , , global_pars_update
dsa2/titanic_gefs.py:config1, function, config_name=os_get_function_name, , , config_name=os_get_function_name
dsa2/tsampler.py:global_pars_update, function, print, , , print
dsa2/tsampler.py:config_sampler, function, post_process_fun, , , post_process_fun
dsa2/tsampler.py:config_sampler, function, int, [BUILT_IN], , [BUILT_IN]: int
dsa2/tsampler.py:config_sampler, function, pre_process_fun, , , pre_process_fun
dsa2/tsampler.py:config_sampler, function, global_pars_update, , , global_pars_update
dsa2/tsampler.py:config_sampler, function, config_name=os_get_function_name, , , config_name=os_get_function_name
dsa2/tsampler.py:test_batch, function, config_sampler, , , config_sampler
dsa2/tsampler.py:test_batch, function, get_config_path, [FUNC] [REPO], dsa2/core_run.py, [FUNC] [REPO]: core_run.get_config_path
dsa2/tsampler.py:test_batch, function, get_global_pars, [FUNC] [REPO], dsa2/core_run.py, [FUNC] [REPO]: core_run.get_global_pars
dsa2/tsampler.py:test_batch, function, print, , , print
dsa2/tsampler.py:test_batch, function, run_sampler.run_train, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: run_sampler:run_train
dsa2/tseries.py:global_pars_update, function, print, , , print
dsa2/tseries.py:config1, function, post_process_fun, , , post_process_fun
dsa2/tseries.py:config1, function, float, , , float
dsa2/tseries.py:config1, function, pre_process_fun, , , pre_process_fun
dsa2/tseries.py:config1, function, global_pars_update, , , global_pars_update
dsa2/tseries.py:config1, function, config_name=os_get_function_name, , , config_name=os_get_function_name
dsa2/tseries.py:pd_dsa2_custom, function, prepro_load, [FUNC] [REPO], dsa2/source/prepro.py, [FUNC] [REPO]: prepro.prepro_load
dsa2/tseries.py:pd_dsa2_custom, function, pd_ts_date, , , pd_ts_date
dsa2/tseries.py:pd_dsa2_custom, function, pd_ts_rolling, , , pd_ts_rolling
dsa2/tseries.py:pd_dsa2_custom, function, pd.concat, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pd:concat
dsa2/tseries.py:pd_dsa2_custom, function, list, , , list
dsa2/tseries.py:pd_dsa2_custom, function, prepro_save, [FUNC] [REPO], dsa2/source/prepro.py, [FUNC] [REPO]: prepro.prepro_save
dsa2/ztemplate.py:init, function, Model, , , Model
dsa2/ztemplate.py:get_dataset_tuple, function, len, , , len
dsa2/ztemplate.py:get_dataset_tuple, function, Xtuple_train.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Xtuple_train:append
dsa2/ztemplate.py:get_dataset, function, len, , , len
dsa2/ztemplate.py:get_dataset, function, Xtuple_train.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Xtuple_train:append
dsa2/ztemplate.py:get_dataset, function, get_dataset, , , get_dataset
dsa2/ztemplate.py:get_dataset, function, data_pars.get, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: data_pars:get
dsa2/ztemplate.py:get_dataset, function, get_dataset_tuple, , , get_dataset_tuple
dsa2/ztemplate.py:get_dataset, function, log2, , , log2
dsa2/ztemplate.py:get_dataset, function, Exception, , , Exception
dsa2/ztemplate.py:test, function, pd.DataFrame, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pd:DataFrame
dsa2/ztemplate.py:test, function, range, , , range
dsa2/ztemplate.py:test, function, train_test_split, , , train_test_split
dsa2/ztemplate.py:test, function, log, , , log
dsa2/ztemplate.py:test, function, colg_input.items, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: colg_input:items
dsa2/ztemplate.py:test, function, test_helper, , , test_helper
dsa2/ztemplate.py:test, function, Model, , , Model
dsa2/ztemplate.py:test, function, fit, , , fit
dsa2/ztemplate.py:test, function, predict, , , predict
dsa2/ztemplate.py:test, function, save, , , save
dsa2/ztemplate.py:test, function, load_model, , , load_model
dsa2/ztemplate.py:test_helper, function, Model, , , Model
dsa2/ztemplate.py:test_helper, function, log, , , log
dsa2/ztemplate.py:test_helper, function, fit, , , fit
dsa2/ztemplate.py:test_helper, function, predict, , , predict
dsa2/ztemplate.py:test_helper, function, save, , , save
dsa2/ztemplate.py:test_helper, function, load_model, , , load_model
dsa2/ztemplate.py:init, function, Model, , , Model
dsa2/ztemplate.py:get_dataset_tuple, function, len, , , len
dsa2/ztemplate.py:get_dataset_tuple, function, Xtuple_train.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Xtuple_train:append
dsa2/ztemplate.py:get_dataset, function, len, , , len
dsa2/ztemplate.py:get_dataset, function, Xtuple_train.append, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: Xtuple_train:append
dsa2/ztemplate.py:get_dataset, function, get_dataset, , , get_dataset
dsa2/ztemplate.py:get_dataset, function, data_pars.get, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: data_pars:get
dsa2/ztemplate.py:get_dataset, function, get_dataset_tuple, , , get_dataset_tuple
dsa2/ztemplate.py:get_dataset, function, log2, , , log2
dsa2/ztemplate.py:get_dataset, function, Exception, , , Exception
dsa2/ztemplate.py:test, function, pd.DataFrame, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pd:DataFrame
dsa2/ztemplate.py:test, function, range, , , range
dsa2/ztemplate.py:test, function, train_test_split, , , train_test_split
dsa2/ztemplate.py:test, function, log, , , log
dsa2/ztemplate.py:test, function, colg_input.items, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: colg_input:items
dsa2/ztemplate.py:test, function, test_helper, , , test_helper
dsa2/ztemplate.py:test, function, Model, , , Model
dsa2/ztemplate.py:test, function, fit, , , fit
dsa2/ztemplate.py:test, function, predict, , , predict
dsa2/ztemplate.py:test, function, save, , , save
dsa2/ztemplate.py:test, function, load_model, , , load_model
dsa2/ztemplate.py:test_helper, function, Model, , , Model
dsa2/ztemplate.py:test_helper, function, log, , , log
dsa2/ztemplate.py:test_helper, function, fit, , , fit
dsa2/ztemplate.py:test_helper, function, predict, , , predict
dsa2/ztemplate.py:test_helper, function, save, , , save
dsa2/ztemplate.py:test_helper, function, load_model, , , load_model
dsa2/example/classifier_mlflow.py:global_pars_update, function, print, , , print
dsa2/example/classifier_mlflow.py:titanic_lightgbm, function, post_process_fun, , , post_process_fun
dsa2/example/classifier_mlflow.py:titanic_lightgbm, function, int, [BUILT_IN], , [BUILT_IN]: int
dsa2/example/classifier_mlflow.py:titanic_lightgbm, function, pre_process_fun, , , pre_process_fun
dsa2/example/classifier_mlflow.py:titanic_lightgbm, function, global_pars_update, , , global_pars_update
dsa2/example/classifier_mlflow.py:titanic_lightgbm, function, config_name=os_get_function_name, , , config_name=os_get_function_name
dsa2/example/classifier_mlflow.py:pd_col_myfun, function, load, , , load
dsa2/example/classifier_mlflow.py:pd_col_myfun, function, list, , , list
dsa2/example/classifier_mlflow.py:pd_col_myfun, function, save, , , save
dsa2/example/classifier_mlflow.py:pd_col_myfun, function, pars.get, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: pars:get
dsa2/example/test.py:os_get_function_name, function, sys._getframe, [CLASS] [STDLIB], , [CLASS] [STDLIB]: sys:_getframe
dsa2/example/test.py:titanic1, function, os_get_function_name, , , os_get_function_name
dsa2/example/test.py:titanic1, function, post_process_fun, , , post_process_fun
dsa2/example/test.py:titanic1, function, int, [BUILT_IN], , [BUILT_IN]: int
dsa2/example/test.py:titanic1, function, pre_process_fun, , , pre_process_fun
dsa2/example/test.py:data_profile, function, run_profile, , , run_profile
dsa2/example/test.py:preprocess, function, globals, , , globals
dsa2/example/test.py:preprocess, function, print, , , print
dsa2/example/test.py:preprocess, function, run_preprocess.run_preprocess, [CLASS] [SIDE_PACKAGE], , [CLASS] [SIDE_PACKAGE]: run_preprocess:run_preprocess
dsa2/example/test.py:train, function, globals, , , globals
