uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
pytorch_tabular/categorical_encoders.py:OrdinalEncoder,OrdinalEncoder,class,11,37,35,440,11.89,1,0,[],[],[],100,[],[],0
pytorch_tabular/categorical_encoders.py:CategoricalEmbeddingTransformer,CategoricalEmbeddingTransformer,class,49,182,127,1944,10.68,5,4,[],[],[],133,[],[],0
categorical_encoders.py:BaseEncoder:__init__,BaseEncoder:__init__,method,9,11,11,122,11.09,0,0,"['self', 'cols', 'handle_unseen', 'min_samples', 'imputed']","[None, None, None, None, None]","[None, None, None, None, None]",23,[],['max'],1
categorical_encoders.py:BaseEncoder:transform,BaseEncoder:transform,method,14,54,44,523,9.69,1,3,"['self', 'X']","[None, None]","[None, None]",32,"['        """"""Transform categorical data based on mapping learnt at fitting time.\n', '        :param pandas.DataFrame X: DataFrame of features, shape (n_samples, n_features). Must contain columns to encode.\n', '        :return: encoded DataFrame of shape (n_samples, n_features), initial categorical columns are dropped, and\n', '            replaced with encoded columns. DataFrame passed in argument is unchanged.\n', '        :rtype: pandas.DataFrame\n', '        """"""\n']","['ValueError', 'all', 'X.copy', 'np.unique']",4
categorical_encoders.py:BaseEncoder:fit_transform,BaseEncoder:fit_transform,method,3,4,4,37,9.25,0,0,"['self', 'X', 'y']","[None, None, None]","[None, None, 'None']",59,"['        """"""Encode given columns of X according to y, and transform X based on the learnt mapping.\n', '        :param pandas.DataFrame X: DataFrame of features, shape (n_samples, n_features). Must contain columns to encode.\n', '        :param pandas.Series y: pandas Series of target values, shape (n_samples,).\n', '            Required only for encoders that need it: TargetEncoder, WeightOfEvidenceEncoder\n', '        :return: encoded DataFrame of shape (n_samples, n_features), initial categorical columns are dropped, and\n', '            replaced with encoded columns. DataFrame passed in argument is unchanged.\n', '        :rtype: pandas.DataFrame\n', '        """"""\n']","['self.fit', 'self.transform']",2
categorical_encoders.py:BaseEncoder:_input_check,BaseEncoder:_input_check,method,3,17,16,95,5.59,0,1,"['self', 'name', 'value', 'options']","[None, None, None, None]","[None, None, None, None]",71,[],['ValueError'],1
categorical_encoders.py:BaseEncoder:_before_fit_check,BaseEncoder:_before_fit_check,method,7,31,21,186,6.0,0,2,"['self', 'X', 'y']","[None, None, None]","[None, None, None]",77,[],['all'],1
categorical_encoders.py:BaseEncoder:save_as_object_file,BaseEncoder:save_as_object_file,method,3,16,16,135,8.44,0,1,"['self', 'path']","[None, None]","[None, None]",88,[],"['ValueError', 'pickle.dump', 'open']",3
categorical_encoders.py:BaseEncoder:load_from_object_file,BaseEncoder:load_from_object_file,method,4,9,8,63,7.0,1,0,"['self', 'path']","[None, None]","[None, None]",95,[],"['pickle.load', 'setattr']",2
categorical_encoders.py:OrdinalEncoder:__init__,OrdinalEncoder:__init__,method,2,10,9,147,14.7,0,0,"['self', 'cols', 'handle_unseen']","[None, None, None]","[None, 'None', '""impute""']",105,"['        """"""Instantiation\n', '        :param [str] cols: list of columns to encode, or None (then all dataset columns will be encoded at fitting time)\n', '        :param str handle_unseen:\n', ""            'error'  - raise an error if a category unseen at fitting time is found\n"", ""            'ignore' - skip unseen categories\n"", ""            'impute' - impute new categories to a predefined value, which is same as NAN_CATEGORY\n"", '        :return: None\n', '        """"""\n']","['self._input_check', 'super']",2
categorical_encoders.py:OrdinalEncoder:fit,OrdinalEncoder:fit,method,7,19,19,217,11.42,1,0,"['self', 'X', 'y']","[None, None, None]","[None, None, 'None']",117,"['        """"""Label Encode given columns of X.\n', '        :param pandas.DataFrame X: DataFrame of features, shape (n_samples, n_features). Must contain columns to encode.\n', '        :return: None\n', '        """"""\n']","['self._before_fit_check', 'pd.Series', 'map.set_index']",3
categorical_encoders.py:CategoricalEmbeddingTransformer:__init__,CategoricalEmbeddingTransformer:__init__,method,6,7,7,187,26.71,0,0,"['self', 'tabular_model']","[None, None]","[None, None]",137,"['        """"""Initializes the Transformer and extracts the neural embeddings\n', '\n', '        Args:\n', '            tabular_model (TabularModel): The trained TabularModel object\n', '        """"""\n']",['self._extract_embedding'],1
categorical_encoders.py:CategoricalEmbeddingTransformer:_extract_embedding,CategoricalEmbeddingTransformer:_extract_embedding,method,14,47,39,584,12.43,2,2,"['self', 'model']","[None, None]","[None, None]",150,[],"['hasattr', 'model.extract_embedding', 'enumerate']",3
categorical_encoders.py:CategoricalEmbeddingTransformer:fit,CategoricalEmbeddingTransformer:fit,method,1,2,2,10,5.0,0,0,"['self', 'X', 'y']","[None, None, None]","[None, None, 'None']",117,"['        """"""Label Encode given columns of X.\n', '        :param pandas.DataFrame X: DataFrame of features, shape (n_samples, n_features). Must contain columns to encode.\n', '        :return: None\n', '        """"""\n']",[],0
categorical_encoders.py:CategoricalEmbeddingTransformer:transform,CategoricalEmbeddingTransformer:transform,method,15,69,54,656,9.51,2,1,"['self', 'X', 'y']","[None, ' pd.DataFrame', None]","[None, None, 'None']",179,"['        """"""Transforms the categorical columns specified to the trained neural embedding from the model\n', '\n', '        Args:\n', '            X (pd.DataFrame): DataFrame of features, shape (n_samples, n_features). Must contain columns to encode.\n', '            y ([type], optional): Only for compatibility. Not used. Defaults to None.\n', '\n', '        Raises:\n', '            ValueError: [description]\n', '\n', '        Returns:\n', '            pd.DataFrame: The encoded dataframe\n', '        """"""\n']","['ValueError', 'all', 'X.copy', 'tqdm', 'total=len', 'range', 'mapping.items', 'X_encoded.drop']",8
categorical_encoders.py:CategoricalEmbeddingTransformer:fit_transform,CategoricalEmbeddingTransformer:fit_transform,method,3,4,4,37,9.25,0,0,"['self', 'X', 'y']","[None, ' pd.DataFrame', None]","[None, None, 'None']",217,"['        """"""Encode given columns of X based on the learned embedding.\n', '\n', '        Args:\n', '            X (pd.DataFrame): DataFrame of features, shape (n_samples, n_features). Must contain columns to encode.\n', '            y ([type], optional): Only for compatibility. Not used. Defaults to None.\n', '\n', '        Returns:\n', '            pd.DataFrame: The encoded dataframe\n', '        """"""\n']","['self.fit', 'self.transform']",2
categorical_encoders.py:CategoricalEmbeddingTransformer:save_as_object_file,CategoricalEmbeddingTransformer:save_as_object_file,method,3,16,16,135,8.44,0,1,"['self', 'path']","[None, None]","[None, None]",88,[],"['ValueError', 'pickle.dump', 'open']",3
categorical_encoders.py:CategoricalEmbeddingTransformer:load_from_object_file,CategoricalEmbeddingTransformer:load_from_object_file,method,4,9,8,63,7.0,1,0,"['self', 'path']","[None, None]","[None, None]",95,[],"['pickle.load', 'setattr']",2
pytorch_tabular/feature_extractor.py:DeepFeatureExtractor,DeepFeatureExtractor,class,53,169,122,1714,10.14,6,6,[],[],[],22,[],[],0
feature_extractor.py:DeepFeatureExtractor:__init__,DeepFeatureExtractor:__init__,method,8,30,27,317,10.57,0,0,"['self', 'tabular_model', 'extract_keys', 'drop_original']","[None, None, None, None]","[None, None, '[""backbone_features""]', 'True']",23,"['        """"""Initializes the Transformer and extracts the neural features\n', '\n', '        Args:\n', '            tabular_model (TabularModel): The trained TabularModel object\n', '        """"""\n']",['isinstance'],1
feature_extractor.py:DeepFeatureExtractor:fit,DeepFeatureExtractor:fit,method,1,2,2,10,5.0,0,0,"['self', 'X', 'y']","[None, None, None]","[None, None, 'None']",40,"['        """"""Just for compatibility. Does not do anything""""""\n']",[],0
feature_extractor.py:DeepFeatureExtractor:transform,DeepFeatureExtractor:transform,method,35,81,58,875,10.8,5,5,"['self', 'X', 'y']","[None, ' pd.DataFrame', None]","[None, None, 'None']",44,"['        """"""Transforms the categorical columns specified to the trained neural features from the model\n', '\n', '        Args:\n', '            X (pd.DataFrame): DataFrame of features, shape (n_samples, n_features). Must contain columns to encode.\n', '            y ([type], optional): Only for compatibility. Not used. Defaults to None.\n', '\n', '        Raises:\n', '            ValueError: [description]\n', '\n', '        Returns:\n', '            pd.DataFrame: The encoded dataframe\n', '        """"""\n']","['X.copy', 'defaultdict', 'tqdm', 'batch.items', 'isinstance', 'v.to', 'ret_value.keys', 'logits_predictions.items', 'torch.cat', 'v.reshape', 'range', 'X_encoded.drop']",12
feature_extractor.py:DeepFeatureExtractor:fit_transform,DeepFeatureExtractor:fit_transform,method,3,4,4,37,9.25,0,0,"['self', 'X', 'y']","[None, ' pd.DataFrame', None]","[None, None, 'None']",92,"['        """"""Encode given columns of X based on the learned features.\n', '\n', '        Args:\n', '            X (pd.DataFrame): DataFrame of features, shape (n_samples, n_features). Must contain columns to encode.\n', '            y ([type], optional): Only for compatibility. Not used. Defaults to None.\n', '\n', '        Returns:\n', '            pd.DataFrame: The encoded dataframe\n', '        """"""\n']","['self.fit', 'self.transform']",2
feature_extractor.py:DeepFeatureExtractor:save_as_object_file,DeepFeatureExtractor:save_as_object_file,method,3,16,16,135,8.44,0,1,"['self', 'path']","[None, None]","[None, None]",105,[],"['ValueError', 'pickle.dump', 'open']",3
feature_extractor.py:DeepFeatureExtractor:load_from_object_file,DeepFeatureExtractor:load_from_object_file,method,4,9,8,63,7.0,1,0,"['self', 'path']","[None, None]","[None, None]",112,[],"['pickle.load', 'setattr']",2
pytorch_tabular/tabular_datamodule.py:TabularDatamodule,TabularDatamodule,class,153,741,378,9000,12.15,4,30,[],[],[],32,[],[],0
pytorch_tabular/tabular_datamodule.py:TabularDataset,TabularDataset,class,25,98,65,1100,11.22,0,8,[],[],[],539,[],[],0
tabular_datamodule.py:TabularDatamodule:__init__,TabularDatamodule:__init__,method,4,10,10,168,16.8,0,1,"['self', 'train', 'config', 'validation', 'test', 'target_transform', 'Tuple]] ', 'train_sampler', ').__init__())self.validation = validationif target_transform is not None']","[None, ' pd.DataFrame', ' DictConfig', ' pd.DataFrame ', ' pd.DataFrame ', ' Optional[Union[TransformerMixin', None, ' Optional[torch.utils.data.Sampler] ', '']","[None, None, None, ' None', ' None', None, ' None', ' None', ' validationif target_transform is not None:']",53,"['        """"""The Pytorch Lightning Datamodule for Tabular Data\n', '\n', '        Args:\n', '            train (pd.DataFrame): The Training Dataframe\n', '            config (DictConfig): Merged configuration object from ModelConfig, DataConfig,\n', '            TrainerConfig, OptimizerConfig & ExperimentConfig\n', '            validation (pd.DataFrame, optional): Validation Dataframe.\n', '            If left empty, we use the validation split from DataConfig to split a random sample as validation.\n', '            Defaults to None.\n', '            test (pd.DataFrame, optional): Holdout DataFrame to check final performance on.\n', '            Defaults to None.\n', '            target_transform (Optional[Union[TransformerMixin, Tuple(Callable)]], optional): If provided, applies the transform to the target before modelling\n', '            and inverse the transform during prediction. The parameter can either be a sklearn Transformer which has an inverse_transform method, or\n', '            a tuple of callables (transform_func, inverse_transform_func)\n', '        """"""\n']","['isinstance', 'FunctionTransformer']",2
tabular_datamodule.py:TabularDatamodule:update_config,TabularDatamodule:update_config,method,8,42,34,522,12.43,1,3,['self'],[None],[None],96,"['        """"""Calculates and updates a few key information to the config object\n', '\n', '        Raises:\n', '            NotImplementedError: [description]\n', '        """"""\n']","['len', 'self.do_leave_one_out_encoder', 'int', 'hasattr', 'min']",5
tabular_datamodule.py:TabularDatamodule:do_leave_one_out_encoder,TabularDatamodule:do_leave_one_out_encoder,method,2,8,8,83,10.38,0,0,['self'],[None],[None],117,"['        """"""Checks the special condition for NODE where we use a LeaveOneOutEncoder to encode categorical columns\n', '\n', '        Returns:\n', '            bool\n', '        """"""\n']",[],0
tabular_datamodule.py:TabularDatamodule:preprocess_data,TabularDatamodule:preprocess_data,method,51,224,129,2853,12.74,2,16,"['self', 'data', 'stage']","[None, ' pd.DataFrame', ' str ']","[None, None, ' ""inference""']",127,"['        """"""The preprocessing, like Categorical Encoding, Normalization, etc. which any dataframe should undergo before feeding into the dataloder\n', '\n', '        Args:\n', '            data (pd.DataFrame): A dataframe with the features and target\n', '            stage (str, optional): Internal parameter. Used to distinguisj between fit and inference. Defaults to ""inference"".\n', '\n', '        Returns:\n', '            tuple[pd.DataFrame, list]: Returns the processed dataframe and the added features(list) as a tuple\n', '        """"""\n']","['logger.info', 'self.make_date', 'self.add_datepart', 'logger.debug', 'len', 'self.do_leave_one_out_encoder', 'ce.LeaveOneOutEncoder', 'logger.warning', 'target', 'OrdinalEncoder', 'StandardScaler', 'LabelEncoder', 'all', 'copy.deepcopy', '_target_transform.fit_transform', 'target_transforms.append']",16
tabular_datamodule.py:TabularDatamodule:setup,TabularDatamodule:setup,method,17,59,45,678,11.49,0,3,"['self', 'stage']","[None, ' Optional[str] ']","[None, ' None']",245,"['        """"""Data Operations you want to perform on all GPUs, like train-test split, transformations, etc.\n', '        This is called before accessing the dataloaders\n', '\n', '        Args:\n', '            stage (Optional[str], optional): Internal parameter to distinguish between fit and inference. Defaults to None.\n', '        """"""\n']","['logger.debug', 'int', 'len', 'self.preprocess_data', 'self.update_config']",5
tabular_datamodule.py:TabularDatamodule:time_features_from_frequency_str,TabularDatamodule:time_features_from_frequency_str,method,45,138,71,1434,10.39,1,1,"['cls', 'freq_str']","[None, ' str']","[None, None]",277,"['        """"""\n', '        Returns a list of time features that will be appropriate for the given frequency string.\n', '\n', '        Parameters\n', '        ----------\n', '\n', '        freq_str\n', '            Frequency string of the form [multiple][granularity] such as ""12H"", ""5min"", ""1D"" etc.\n', '\n', '        """"""\n']","['to_offset', 'features_by_offsets.items', 'isinstance']",3
tabular_datamodule.py:TabularDatamodule:val_dataloader,TabularDatamodule:val_dataloader,method,5,17,17,332,19.53,0,0,['self'],[None],[None],470,"['        """""" Function that loads the validation set. """"""\n']","['TabularDataset', 'self.do_leave_one_out_encoder', 'DataLoader']",3
tabular_datamodule.py:TabularDatamodule:test_dataloader,TabularDatamodule:test_dataloader,method,6,22,22,352,16.0,0,1,['self'],[None],[None],484,"['        """""" Function that loads the validation set. """"""\n']","['TabularDataset', 'self.do_leave_one_out_encoder', 'DataLoader']",3
tabular_datamodule.py:TabularDatamodule:prepare_inference_dataloader,TabularDatamodule:prepare_inference_dataloader,method,17,52,46,658,12.65,0,3,"['self', 'df']","[None, ' pd.DataFrame']","[None, None]",502,"['        """"""Function that prepares and loads the new data.\n', '\n', '        Args:\n', '            df (pd.DataFrame): Dataframe with the features and target\n', '\n', '        Returns:\n', '            DataLoader: The dataloader for the passed in dataframe\n', '        """"""\n']","['df.copy', 'len', 'set', 'np.array', 'np.zeros', 'self.preprocess_data', 'TabularDataset', 'self.do_leave_one_out_encoder', 'all', 'DataLoader']",10
tabular_datamodule.py:TabularDataset:__init__,TabularDataset:__init__,method,21,54,35,710,13.15,0,8,"['self', 'data', 'task', 'continuous_cols', 'categorical_cols', 'embed_categorical', 'target', '']","[None, ' pd.DataFrame', ' str', ' List[str] ', ' List[str] ', ' bool ', ' List[str] ', None]","[None, None, None, ' None', ' None', ' True', ' None', None]",53,"['        """"""The Pytorch Lightning Datamodule for Tabular Data\n', '\n', '        Args:\n', '            train (pd.DataFrame): The Training Dataframe\n', '            config (DictConfig): Merged configuration object from ModelConfig, DataConfig,\n', '            TrainerConfig, OptimizerConfig & ExperimentConfig\n', '            validation (pd.DataFrame, optional): Validation Dataframe.\n', '            If left empty, we use the validation split from DataConfig to split a random sample as validation.\n', '            Defaults to None.\n', '            test (pd.DataFrame, optional): Holdout DataFrame to check final performance on.\n', '            Defaults to None.\n', '            target_transform (Optional[Union[TransformerMixin, Tuple(Callable)]], optional): If provided, applies the transform to the target before modelling\n', '            and inverse the transform during prediction. The parameter can either be a sklearn Transformer which has an inverse_transform method, or\n', '            a tuple of callables (transform_func, inverse_transform_func)\n', '        """"""\n']","['isinstance', 'np.zeros']",2
tabular_datamodule.py:TabularDataset:__len__,TabularDataset:__len__,method,2,2,2,12,6.0,0,0,['self'],[None],[None],587,"['        """"""\n', '        Denotes the total number of samples.\n', '        """"""\n']",[],0
tabular_datamodule.py:TabularDataset:__getitem__,TabularDataset:__getitem__,method,1,17,14,164,9.65,0,0,"['self', 'idx']","[None, None]","[None, None]",593,"['        """"""\n', '        Generates one sample of data.\n', '        """"""\n']",[],0
pytorch_tabular/tabular_model.py:TabularModel,TabularModel,class,245,1417,751,16933,11.95,13,62,[],[],[],39,[],[],0
tabular_model.py:TabularModel:__init__,TabularModel:__init__,method,27,139,81,1781,12.81,0,5,"['self', 'config', 'data_config', 'str]] ', 'model_config', 'str]] ', 'optimizer_config', 'str]] ', 'trainer_config', 'str]] ', 'experiment_config', 'str]] ', 'model_callable', '']","[None, ' Optional[DictConfig] ', ' Optional[Union[DataConfig', None, ' Optional[Union[ModelConfig', None, ' Optional[Union[OptimizerConfig', None, ' Optional[Union[TrainerConfig', None, ' Optional[Union[ExperimentConfig', None, ' Optional[Callable] ', None]","[None, ' None', None, ' None', None, ' None', None, ' None', None, ' None', None, ' None', ' None', None]",40,"['        """"""The core model which orchestrates everything from initializing the datamodule, the model, trainer, etc.\n', '\n', '        Args:\n', '            config (Optional[Union[DictConfig, str]], optional): Single OmegaConf DictConfig object or\n', '                the path to the yaml file holding all the config parameters. Defaults to None.\n', '\n', '            data_config (Optional[Union[DataConfig, str]], optional): DataConfig object or path to the yaml file. Defaults to None.\n', '\n', '            model_config (Optional[Union[ModelConfig, str]], optional): A subclass of ModelConfig or path to the yaml file.\n', '                Determines which model to run from the type of config. Defaults to None.\n', '\n', '            optimizer_config (Optional[Union[OptimizerConfig, str]], optional): OptimizerConfig object or path to the yaml file.\n', '                Defaults to None.\n', '\n', '            trainer_config (Optional[Union[TrainerConfig, str]], optional): TrainerConfig object or path to the yaml file.\n', '                Defaults to None.\n', '\n', '            experiment_config (Optional[Union[ExperimentConfig, str]], optional): ExperimentConfig object or path to the yaml file.\n', '                If Provided configures the experiment tracking. Defaults to None.\n', '\n', '            model_callable (Optional[Callable], optional): If provided, will override the model callable that will be loaded from the config.\n', '                Typically used when providing Custom Models\n', '        """"""\n']","['super', 'ExperimentRunManager', 'self._read_parse_config', 'logger.info', 'OmegaConf.merge', 'OmegaConf.to_container', 'hasattr', 'self._get_run_name_uid', 'self._setup_experiment_tracking', 'getattr', 'self._run_validation']",11
tabular_model.py:TabularModel:_run_validation,TabularModel:_run_validation,method,6,73,51,539,7.38,0,5,['self'],[None],[None],135,"['        """"""Validates the Config params and throws errors if something is wrong\n', '\n', '        Raises:\n', '            NotImplementedError: If you provide a multi-target config to a classification task\n', '            ValueError: If there is a problem with Target Range\n', '        """"""\n']","['len', 'NotImplementedError', 'any', 'ValueError', 'two']",5
tabular_model.py:TabularModel:_read_parse_config,TabularModel:_read_parse_config,method,12,46,38,398,8.65,0,4,"['self', 'config', 'cls']","[None, None, None]","[None, None, None]",160,[],"['isinstance', 'OmegaConf.load', 'getattr', 'cls', '_config.items', 'ValueError', 'OmegaConf.structured']",7
tabular_model.py:TabularModel:_get_run_name_uid,TabularModel:_get_run_name_uid,method,9,28,20,297,10.61,0,1,['self'],[None],[None],181,"['        """"""Gets the name of the experiment and increments version by 1\n', '\n', '        Returns:\n', '            tuple[str, int]: Returns the name and version number\n', '        """"""\n']",['hasattr'],1
tabular_model.py:TabularModel:_setup_experiment_tracking,TabularModel:_setup_experiment_tracking,method,5,31,28,412,13.29,0,1,['self'],[None],[None],196,"['        """"""Sets up the Experiment Tracking Framework according to the choices made in the Experimentconfig\n', '\n', '        Raises:\n', '            NotImplementedError: Raises an Error for invalid choices of log_target\n', '        """"""\n']",['NotImplementedError'],1
tabular_model.py:TabularModel:_prepare_callbacks,TabularModel:_prepare_callbacks,method,13,44,39,861,19.57,0,2,['self'],[None],[None],217,"['        """"""Prepares the necesary callbacks to the Trainer based on the configuration\n', '\n', '        Returns:\n', '            List: A list of callbacks\n', '        """"""\n']","['callbacks.append', 'ckpt_name.replace', 'logger.debug']",3
tabular_model.py:TabularModel:_prepare_dataloader,TabularModel:_prepare_dataloader,method,14,44,40,548,12.45,0,1,"['self', 'train', 'validation', 'test', 'target_transform', 'train_sampler']","[None, None, None, None, None, None]","[None, None, None, None, 'None', 'None']",250,[],"['logger.info', 'hasattr', 'logger.debug', 'TabularDatamodule']",4
tabular_model.py:TabularModel:_prepare_model,TabularModel:_prepare_model,method,8,38,33,480,12.63,0,1,"['self', 'loss', 'metrics', 'optimizer', 'optimizer_params', 'reset']","[None, None, None, None, None, None]","[None, None, None, None, None, None]",275,[],"['logger.info', 'hasattr', 'logger.debug', 'self.model_callable']",4
tabular_model.py:TabularModel:_prepare_trainer,TabularModel:_prepare_trainer,method,18,49,39,508,10.37,2,2,"['self', 'max_epochs', 'min_epochs']","[None, None, None]","[None, 'None', 'None']",294,[],"['logger.info', 'inspect.signature', 'pl.Trainer']",3
tabular_model.py:TabularModel:load_best_model,TabularModel:load_best_model,method,8,38,37,376,9.89,0,1,['self'],[None],[None],314,"['        """"""Loads the best model after training is done""""""\n']","['logger.info', 'logger.debug', 'pl_load']",3
tabular_model.py:TabularModel:_pre_fit,TabularModel:_pre_fit,method,17,102,79,963,9.44,0,4,"['self', 'train', 'validation', 'test', 'loss', 'metrics', 'optimizer', 'optimizer_params', 'train_sampler', 'target_transform', 'Tuple]]', 'max_epochs', 'min_epochs', 'reset']","[None, ' pd.DataFrame', ' Optional[pd.DataFrame]', ' Optional[pd.DataFrame]', ' Optional[torch.nn.Module]', ' Optional[List[Callable]]', ' Optional[torch.optim.Optimizer]', ' Dict', ' Optional[torch.utils.data.Sampler]', ' Optional[Union[TransformerMixin', None, ' int', ' int', ' bool']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",327,"['        """"""Prepares the dataloaders, trainer, and model for the fit process""""""\n']","['isinstance', 'len', 'ValueError', 'logger.warning', 'self._prepare_dataloader', 'self._prepare_model', 'self._prepare_callbacks', 'self._prepare_trainer']",8
tabular_model.py:TabularModel:fit,TabularModel:fit,method,13,45,39,581,12.91,0,2,"['self', 'train', 'validation', 'test', 'loss', 'metrics', 'optimizer', 'optimizer_params', 'train_sampler', 'target_transform', 'Tuple]] ', 'max_epochs', 'min_epochs', 'reset', 'seed', '']","[None, ' pd.DataFrame', ' Optional[pd.DataFrame] ', ' Optional[pd.DataFrame] ', ' Optional[torch.nn.Module] ', ' Optional[List[Callable]] ', ' Optional[torch.optim.Optimizer] ', ' Dict ', ' Optional[torch.utils.data.Sampler] ', ' Optional[Union[TransformerMixin', None, ' Optional[int] ', ' Optional[int] ', ' bool ', ' Optional[int] ', None]","[None, None, ' None', ' None', ' None', ' None', ' None', ' {}', ' None', None, ' None', ' None', ' None', ' False', ' None', None]",372,"['        """"""The fit method which takes in the data and triggers the training\n', '\n', '        Args:\n', '            train (pd.DataFrame): Training Dataframe\n', '\n', '            valid (Optional[pd.DataFrame], optional): If provided, will use this dataframe as the validation while training.\n', '                Used in Early Stopping and Logging. If left empty, will use 20% of Train data as validation. Defaults to None.\n', '\n', '            test (Optional[pd.DataFrame], optional): If provided, will use as the hold-out data,\n', ""                which you'll be able to check performance after the model is trained. Defaults to None.\n"", '\n', '            loss (Optional[torch.nn.Module], optional): Custom Loss functions which are not in standard pytorch library\n', '\n', '            metrics (Optional[List[Callable]], optional): Custom metric functions(Callable) which has the\n', '                signature metric_fn(y_hat, y) and works on torch tensor inputs\n', '\n', '            optimizer (Optional[torch.optim.Optimizer], optional): Custom optimizers which are a drop in replacements for standard PyToch optimizers.\n', '                This should be the Class and not the initialized object\n', '\n', '            optimizer_params (Optional[Dict], optional): The parmeters to initialize the custom optimizer.\n', '\n', '            train_sampler (Optional[torch.utils.data.Sampler], optional): Custom PyTorch batch samplers which will be passed to the DataLoaders. Useful for dealing with imbalanced data and other custom batching strategies\n', '\n', '            target_transform (Optional[Union[TransformerMixin, Tuple(Callable)]], optional): If provided, applies the transform to the target before modelling\n', '                and inverse the transform during prediction. The parameter can either be a sklearn Transformer which has an inverse_transform method, or\n', '                a tuple of callables (transform_func, inverse_transform_func)\n', '\n', '            max_epochs (Optional[int]): Overwrite maximum number of epochs to be run\n', '\n', '            min_epochs (Optional[int]): Overwrite minimum number of epochs to be run\n', '\n', '            reset: (bool): Flag to reset the model and train again from scratch\n', '\n', '            seed: (int): If you have to override the default seed set as part of of ModelConfig\n', '        """"""\n']","['seed_everything', 'self._pre_fit', 'logger.info', 'self.load_best_model']",4
