uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
main.py:DataModuleFromConfig:prepare_data,DataModuleFromConfig:prepare_data,method,3,5,5,77,15.4,1,0,['self'],[None],[None],149,[],['instantiate_from_config'],1
main.py:DataModuleFromConfig:setup,DataModuleFromConfig:setup,method,6,16,13,184,11.5,2,1,"['self', 'stage']","[None, None]","[None, 'None']",153,[],"['dict', 'instantiate_from_config', 'WrappedDataset']",3
main.py:DataModuleFromConfig:_train_dataloader,DataModuleFromConfig:_train_dataloader,method,2,5,5,110,22.0,0,0,['self'],[None],[None],161,[],['DataLoader'],1
main.py:DataModuleFromConfig:_val_dataloader,DataModuleFromConfig:_val_dataloader,method,2,4,4,103,25.75,0,0,['self'],[None],[None],165,[],['DataLoader'],1
main.py:DataModuleFromConfig:_test_dataloader,DataModuleFromConfig:_test_dataloader,method,2,4,4,96,24.0,0,0,['self'],[None],[None],170,[],['DataLoader'],1
main.py:SetupCallback:__init__,SetupCallback:__init__,method,15,15,15,167,11.13,0,0,"['self', 'resume', 'now', 'logdir', 'ckptdir', 'cfgdir', 'config', 'lightning_config']","[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",176,[],['super'],1
main.py:SetupCallback:on_pretrain_routine_start,SetupCallback:on_pretrain_routine_start,method,14,43,37,722,16.79,0,2,"['self', 'trainer', 'pl_module']","[None, None, None]","[None, None, None]",186,[],"['os.makedirs', 'print', 'OmegaConf.save', 'os.rename']",4
main.py:ImageLogger:__init__,ImageLogger:__init__,method,16,28,26,323,11.54,1,1,"['self', 'batch_frequency', 'max_images', 'clamp', 'increase_log_steps']","[None, None, None, None, None]","[None, None, None, 'True', 'True']",216,[],"['super', 'range']",2
main.py:ImageLogger:_wandb,ImageLogger:_wandb,method,9,15,15,179,11.93,1,0,"['self', 'pl_module', 'images', 'batch_idx', 'split']","[None, None, None, None, None]","[None, None, None, None, None]",230,[],"['ValueError', 'dict', 'wandb.Image']",3
main.py:ImageLogger:_testtube,ImageLogger:_testtube,method,6,19,18,196,10.32,1,0,"['self', 'pl_module', 'images', 'batch_idx', 'split']","[None, None, None, None, None]","[None, None, None, None, None]",239,[],[],0
main.py:ImageLogger:log_local,ImageLogger:log_local,method,12,36,32,455,12.64,1,0,"['self', 'save_dir', 'split', 'images', 'global_step', 'current_epoch', 'batch_idx']","[None, None, None, None, None, None, None]","[None, None, None, None, None, None, None]",250,[],"['grid.transpose', 'grid.numpy', 'os.makedirs', 'Image.fromarray']",4
main.py:ImageLogger:log_img,ImageLogger:log_img,method,25,67,58,802,11.97,1,5,"['self', 'pl_module', 'batch', 'batch_idx', 'split']","[None, None, None, None, None]","[None, None, None, None, '""train""']",269,[],"['hasattr', 'callable', 'type', 'pl_module.eval', 'torch.no_grad', 'pl_module.log_images', 'min', 'isinstance', 'torch.clamp', 'self.log_local', 'logger_log_images', 'pl_module.train']",12
main.py:ImageLogger:check_frequency,ImageLogger:check_frequency,method,3,18,16,135,7.5,0,1,"['self', 'batch_idx']","[None, None]","[None, None]",300,[],[],0
main.py:ImageLogger:on_train_batch_end,ImageLogger:on_train_batch_end,method,1,4,4,53,13.25,0,0,"['self', 'trainer', 'pl_module', 'outputs', 'batch', 'batch_idx', 'dataloader_idx']","[None, None, None, None, None, None, None]","[None, None, None, None, None, None, None]",309,[],['self.log_img'],1
main.py:ImageLogger:on_validation_batch_end,ImageLogger:on_validation_batch_end,method,1,4,4,51,12.75,0,0,"['self', 'trainer', 'pl_module', 'outputs', 'batch', 'batch_idx', 'dataloader_idx']","[None, None, None, None, None, None, None]","[None, None, None, None, None, None, None]",312,[],['self.log_img'],1
scripts/extract_depth.py:get_state,get_state,function,12,21,19,258,12.29,0,1,['gpu'],[None],[None],8,[],"['midas.cuda', 'midas.eval']",2
scripts/extract_depth.py:depth_to_rgba,depth_to_rgba,function,9,14,12,131,9.36,0,0,['x'],[None],[None],23,[],"['len', 'x.copy', 'y.reshape', 'np.ascontiguousarray']",4
scripts/extract_depth.py:rgba_to_depth,rgba_to_depth,function,9,17,15,146,8.59,0,0,['x'],[None],[None],32,[],"['len', 'x.copy', 'y.reshape', 'np.ascontiguousarray']",4
scripts/extract_depth.py:run,run,function,15,23,21,307,13.35,0,0,"['x', 'state']","[None, None]","[None, None]",41,[],"['torch.no_grad', 'model', 'prediction.unsqueeze', 'prediction.cpu']",4
scripts/extract_depth.py:get_filename,get_filename,function,8,9,8,90,10.0,0,0,"['relpath', 'level']","[None, None]","[None, '-2']",57,[],['relpath.split'],1
scripts/extract_depth.py:save_depth,save_depth,function,23,37,36,416,11.24,1,1,"['dataset', 'path', 'debug']","[None, None, None]","[None, None, 'False']",65,[],"['os.makedirs', 'len', 'get_state', 'trange', 'get_filename', 'run', 'depth_to_rgba', 'Image.fromarray']",8
scripts/extract_segmentation.py:rescale_bgr,rescale_bgr,function,3,7,5,46,6.57,0,0,['x'],[None],[None],20,[],['torch.flip'],1
scripts/extract_segmentation.py:run_model,run_model,function,8,14,13,193,13.79,0,0,"['img', 'model']","[None, None]","[None, None]",67,[],"['model.eval', 'torch.no_grad', 'model', 'torch.argmax', 'segmentation.detach']",5
scripts/extract_segmentation.py:get_input,get_input,function,7,15,13,122,8.13,0,1,"['batch', 'k']","[None, None]","[None, None]",75,[],"['len', 'x.permute', 'x.float']",3
scripts/extract_segmentation.py:save_segmentation,save_segmentation,function,7,15,12,232,15.47,1,0,"['segmentation', 'path']","[None, None]","[None, None]",83,[],"['os.makedirs', 'len', 'seg.permute', 'Image.fromarray', 'seg.save']",5
scripts/extract_segmentation.py:iterate_dataset,iterate_dataset,function,16,43,38,434,10.09,1,0,"['dataloader', 'destpath', 'model']","[None, None, None]","[None, None, None]",94,[],"['os.makedirs', 'tqdm', 'get_input', 'img.cuda', 'run_model', 'save_segmentation', 'print']",7
scripts/extract_segmentation.py:COCOStuffSegmenter,COCOStuffSegmenter,class,25,77,61,853,11.08,0,1,[],[],[],26,[],[],0
scripts/extract_segmentation.py:COCOStuffSegmenter:__init__,COCOStuffSegmenter:__init__,method,14,28,28,459,16.39,0,0,"['self', 'config']","[None, None]","[None, None]",27,[],"['super', 'model.load_state_dict', 'torch.stack']",3
scripts/extract_segmentation.py:COCOStuffSegmenter:forward,COCOStuffSegmenter:forward,method,6,14,11,124,8.86,0,1,"['self', 'x', 'upsample']","[None, None, None]","[None, None, 'None']",42,[],"['self._pre_process', 'self.model']",2
scripts/extract_segmentation.py:COCOStuffSegmenter:_pre_process,COCOStuffSegmenter:_pre_process,method,3,4,3,33,8.25,0,0,"['self', 'x']","[None, None]","[None, None]",49,[],['self.image_transform'],1
scripts/extract_segmentation.py:COCOStuffSegmenter:mean,COCOStuffSegmenter:mean,method,1,4,4,31,7.75,0,0,['self'],[None],[None],54,[],[],0
scripts/extract_segmentation.py:COCOStuffSegmenter:std,COCOStuffSegmenter:std,method,1,4,4,19,4.75,0,0,['self'],[None],[None],59,[],[],0
scripts/extract_segmentation.py:COCOStuffSegmenter:input_size,COCOStuffSegmenter:input_size,method,1,4,4,17,4.25,0,0,['self'],[None],[None],63,[],[],0
scripts/make_samples.py:save_image,save_image,function,5,7,7,141,20.14,0,0,"['x', 'path']","[None, None]","[None, None]",12,[],['Image.fromarray'],1
scripts/make_samples.py:run_conditional,run_conditional,function,88,214,152,2433,11.37,6,7,"['model', 'dsets', 'outdir', 'top_k', 'temperature', 'batch_size']","[None, None, None, None, None, None]","[None, None, None, None, None, '1']",20,[],"['len', 'sorted', 'next', 'print', 'trange', 'list', 'default_collate', 'model.get_input', 'range', 'save_image', 'model.encode_to_z', 'model.encode_to_c', 'torch.argmax', 'c.squeeze', 'idx.reshape', 'cidx.reshape', 'patch.reshape', 'cpatch.reshape', 'torch.cat', 'model.transformer', 'logits.reshape', 'model.top_k_logits', 'torch.multinomial', 'torch.topk', 'model.decode_to_img']",25
scripts/make_samples.py:get_parser,get_parser,function,6,125,95,1045,8.36,0,0,[],[],[],124,[],"['argparse.ArgumentParser', 'parser.add_argument', 'default=list']",3
scripts/make_samples.py:load_model_from_config,load_model_from_config,function,17,93,56,951,10.23,0,7,"['config', 'sd', 'gpu', 'eval_mode']","[None, None, None, None]","[None, None, 'True', 'True']",179,[],"['print', 'instantiate_from_config', 'model.load_state_dict', 'model.cuda', 'model.eval']",5
scripts/make_samples.py:get_data,get_data,function,5,6,5,85,14.17,0,0,['config'],[None],[None],209,[],"['instantiate_from_config', 'data.prepare_data', 'data.setup']",3
scripts/make_samples.py:load_model_and_dset,load_model_and_dset,function,12,28,25,307,10.96,0,1,"['config', 'ckpt', 'gpu', 'eval_mode']","[None, None, None, None]","[None, None, None, None]",217,[],"['get_data', 'torch.load', 'load_model_from_config']",3
scripts/sample_conditional.py:bchw_to_st,bchw_to_st,function,2,2,2,58,29.0,0,0,['x'],[None],[None],16,[],['rescale'],1
scripts/sample_conditional.py:save_img,save_img,function,2,3,3,75,25.0,0,0,"['xstart', 'fname']","[None, None]","[None, None]",19,[],['Image.fromarray'],1
scripts/sample_conditional.py:get_interactive_image,get_interactive_image,function,12,35,24,333,9.51,0,3,['resize'],[None],['False'],25,[],"['st.file_uploader', 'Image.open', 'image.convert', 'np.array', 'print', 'Image.fromarray', 'img.resize']",7
scripts/sample_conditional.py:single_image_to_torch,single_image_to_torch,function,7,27,23,161,5.96,0,1,"['x', 'permute']","[None, None]","[None, 'True']",40,[],"['np.array', 'torch.FloatTensor', 'x.permute']",3
scripts/sample_conditional.py:pad_to_M,pad_to_M,function,6,9,8,136,15.11,0,0,"['x', 'M']","[None, None]","[None, None]",49,[],['math.ceil'],1
scripts/sample_conditional.py:run_conditional,run_conditional,function,123,320,232,4016,12.55,2,14,"['model', 'dsets']","[None, None]","[None, None]",56,[],"['len', 'sorted', 'next', 'max_value=len', 'list', 'default_collate', 'model.get_input', 'model.encode_to_z', 'model.encode_to_c', 'st.write', 'st.image', 'torch.argmax', 'c.squeeze', 'idx.reshape', 'st.info', 'c_indices.clone', 'cidx.reshape', 'model.decode_to_img', 'st.number_input', 'st.checkbox', 'st.text', 'imageio.get_writer', 'st.empty', 'st.button', 'time.time', 'range', 'elapsed_t.text', 'info.text', 'patch.reshape', 'cpatch.reshape', 'torch.cat', 'model.transformer', 'logits.reshape', 'model.top_k_logits', 'torch.multinomial', 'torch.topk', 'bchw_to_st', 'output.image', 'writer.append_data', 'writer.close', 'st.video']",41
scripts/sample_conditional.py:get_parser,get_parser,function,6,98,77,762,7.78,0,0,[],[],[],205,[],"['argparse.ArgumentParser', 'parser.add_argument', 'default=list']",3
scripts/sample_conditional.py:load_model_from_config,load_model_from_config,function,18,93,56,975,10.48,0,7,"['config', 'sd', 'gpu', 'eval_mode']","[None, None, None, None]","[None, None, 'True', 'True']",242,[],"['st.warning', 'instantiate_from_config', 'model.load_state_dict', 'st.info', 'model.cuda', 'model.eval']",6
scripts/sample_conditional.py:get_data,get_data,function,5,6,5,85,14.17,0,0,['config'],[None],[None],272,[],"['instantiate_from_config', 'data.prepare_data', 'data.setup']",3
scripts/sample_conditional.py:load_model_and_dset,load_model_and_dset,function,12,28,25,307,10.96,0,1,"['config', 'ckpt', 'gpu', 'eval_mode']","[None, None, None, None]","[None, None, None, None]",281,[],"['get_data', 'torch.load', 'load_model_from_config']",3
scripts/sample_fast.py:chw_to_pillow,chw_to_pillow,function,2,2,2,108,54.0,0,0,['x'],[None],[None],17,[],['Image.fromarray'],1
scripts/sample_fast.py:sample_classconditional,sample_classconditional,function,20,65,62,686,10.55,0,1,"['model', 'batch_size', 'class_label', 'steps', 'temperature', 'top_k', 'callback', 'dim_z', 'h', 'w', 'verbose_time', 'top_p']","[None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, '256', 'None', 'None', 'None', '256', '16', '16', 'False', 'None']",22,[],"['dict', 'type', 'repeat', 'time.time', 'sample_with_past', 'print', 'model.decode_to_img']",7
scripts/sample_fast.py:sample_unconditional,sample_unconditional,function,19,52,51,563,10.83,0,1,"['model', 'batch_size', 'steps', 'temperature', 'top_k', 'top_p', 'callback', 'dim_z', 'h', 'w', 'verbose_time']","[None, None, None, None, None, None, None, None, None, None, None]","[None, None, '256', 'None', 'None', 'None', 'None', '256', '16', '16', 'False']",43,[],"['dict', 'repeat', 'time.time', 'sample_with_past', 'print', 'model.decode_to_img']",6
scripts/sample_fast.py:run,run,function,16,97,67,927,9.56,4,3,"['logdir', 'model', 'batch_size', 'temperature', 'top_k', 'unconditional', 'num_samples', 'given_classes', 'top_p']","[None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, 'True', '50000', 'None', 'None']",62,[],"['range', 'print', 'tqdm', 'sample_classconditional', 'save_from_logs', 'sample_unconditional']",6
scripts/sample_fast.py:save_from_logs,save_from_logs,function,15,32,28,350,10.94,1,2,"['logs', 'logdir', 'base_count', 'key', 'cond_key']","[None, None, None, None, None]","[None, None, None, '""samples""', 'None']",84,[],"['enumerate', 'chw_to_pillow', 'x.save', 'type', 'condlabel.item', 'os.makedirs', 'str']",7
scripts/sample_fast.py:get_parser,get_parser,function,9,165,110,1390,8.42,0,2,[],[],[],98,[],"['str2bool', 'isinstance', 'v.lower', 'argparse.ArgumentTypeError', 'argparse.ArgumentParser', 'parser.add_argument', 'default=list']",7
scripts/sample_fast.py:load_model_from_config,load_model_from_config,function,9,17,15,146,8.59,0,3,"['config', 'sd', 'gpu', 'eval_mode']","[None, None, None, None]","[None, None, 'True', 'True']",183,[],"['instantiate_from_config', 'model.load_state_dict', 'model.cuda', 'model.eval']",4
scripts/sample_fast.py:load_model,load_model,function,18,48,39,494,10.29,0,4,"['config', 'sd', 'gpu', 'eval_mode']","[None, None, None, None]","[None, None, 'True', 'True']",194,[],"['instantiate_from_config', 'model.load_state_dict', 'model.cuda', 'model.eval', 'load_model', 'torch.load', 'print', 'load_model_from_config']",8
taming/lr_scheduler.py:LambdaWarmUpCosineScheduler,LambdaWarmUpCosineScheduler,class,24,81,60,781,9.64,0,3,[],[],[],4,[],[],0
taming/lr_scheduler.py:LambdaWarmUpCosineScheduler:__init__,LambdaWarmUpCosineScheduler:__init__,method,13,14,14,195,13.93,0,0,"['self', 'warm_up_steps', 'lr_min', 'lr_max', 'lr_start', 'max_decay_steps', 'verbosity_interval']","[None, None, None, None, None, None, None]","[None, None, None, None, None, None, '0']",8,[],[],0
taming/lr_scheduler.py:LambdaWarmUpCosineScheduler:schedule,LambdaWarmUpCosineScheduler:schedule,method,11,51,38,427,8.37,0,3,"['self', 'n']","[None, None]","[None, None]",17,[],"['print', 'min', 'np.cos']",3
taming/lr_scheduler.py:LambdaWarmUpCosineScheduler:__call__,LambdaWarmUpCosineScheduler:__call__,method,2,2,2,22,11.0,0,0,"['self', 'n']","[None, None]","[None, None]",32,[],['self.schedule'],1
taming/util.py:download,download,function,10,29,25,326,11.24,1,1,"['url', 'local_path', 'chunk_size']","[None, None, None]","[None, None, '1024']",18,[],"['os.makedirs', 'requests.get', 'int', 'tqdm', 'open', 'r.iter_content', 'f.write', 'pbar.update']",8
taming/util.py:md5_hash,md5_hash,function,6,9,9,79,8.78,0,0,['path'],[None],[None],30,[],"['open', 'f.read', 'hashlib.md5']",3
taming/util.py:get_ckpt_path,get_ckpt_path,function,11,35,30,287,8.2,0,1,"['name', 'root', 'check']","[None, None, None]","[None, None, 'False']",36,[],"['md5_hash', 'print', 'download']",3
taming/util.py:retrieve,retrieve,function,22,97,66,814,8.39,1,6,"['list_or_dict', 'key', 'splitval', 'default', 'expand', 'pass_success']","[None, None, None, None, None, None]","[None, None, '""/""', 'None', 'True', 'False']",62,"['    """"""Given a nested list or dict return the desired value at key expanding\n', '    callable nodes if necessary and :attr:`expand` is ``True``. The expansion\n', '    is done in-place.\n', '\n', '    Parameters\n', '    ----------\n', '        list_or_dict : list or dict\n', '            Possibly nested list or dictionary.\n', '        key : str\n', '            key/to/value, path like string describing all keys necessary to\n', '            consider to get to the desired value. List indices can also be\n', '            passed here.\n', '        splitval : str\n', '            String that defines the delimiter between keys of the\n', '            different depth levels in `key`.\n', '        default : obj\n', '            Value returned if :attr:`key` is not found.\n', '        expand : bool\n', '            Whether to expand callable nodes on the path or not.\n', '\n', '    Returns\n', '    -------\n', '        The desired value or if :attr:`default` is not ``None`` and the\n', '        :attr:`key` is not found returns ``default``.\n', '\n', '    Raises\n', '    ------\n', '        Exception if ``key`` not in ``list_or_dict`` and :attr:`default` is\n', '        ``None``.\n', '    """"""\n']","['key.split', 'callable', 'KeyNotFoundError', 'ValueError', 'list_or_dict', 'isinstance', 'list_or_dict[int']",7
taming/util.py:KeyNotFoundError,KeyNotFoundError,class,11,33,28,344,10.42,0,2,[],[],[],47,[],[],0
taming/util.py:KeyNotFoundError:__init__,KeyNotFoundError:__init__,method,10,28,23,296,10.57,0,2,"['self', 'cause', 'keys', 'visited']","[None, None, None, None]","[None, None, 'None', 'None']",48,[],"['list', 'messages.append', 'super']",3
taming/data/ade20k.py:Examples,Examples,class,9,13,13,305,23.46,0,0,[],[],[],11,[],[],0
taming/data/ade20k.py:ADE20kBase,ADE20kBase,class,49,224,137,2728,12.18,1,10,[],[],[],22,[],[],0
taming/data/ade20k.py:ADE20kTrain,ADE20kTrain,class,6,16,15,245,15.31,0,0,[],[],[],101,[],[],0
taming/data/ade20k.py:ADE20kValidation,ADE20kValidation,class,2,4,4,38,9.5,0,0,[],[],[],111,[],[],0
taming/data/ade20k.py:Examples:__init__,Examples:__init__,method,8,8,8,235,29.38,0,0,"['self', 'size', 'random_crop', 'interpolation']","[None, None, None, None]","[None, '256', 'False', '""bicubic""']",12,[],['super'],1
taming/data/ade20k.py:ADE20kBase:__init__,ADE20kBase:__init__,method,32,150,93,1798,11.99,1,6,"['self', 'config', 'size', 'random_crop', 'interpolation', 'crop_size']","[None, None, None, None, None, None]","[None, 'None', 'None', 'False', '""bicubic""', 'None']",23,[],"['self.get_split', 'open', 'f.read', 'dict', 'len', 'l.replace', 'albumentations.SmallestMaxSize', 'albumentations.CenterCrop', 'albumentations.RandomCrop']",9
taming/data/ade20k.py:ADE20kBase:__len__,ADE20kBase:__len__,method,2,2,2,18,9.0,0,0,['self'],[None],[None],75,[],[],0
taming/data/ade20k.py:ADE20kBase:__getitem__,ADE20kBase:__getitem__,method,18,60,40,770,12.83,0,4,"['self', 'i']","[None, None]","[None, None]",78,[],"['dict', 'Image.open', 'image.convert', 'np.array', 'self.image_rescaler', 'self.segmentation_rescaler', 'self.preprocessor', 'np.eye']",8
taming/data/ade20k.py:ADE20kTrain:__init__,ADE20kTrain:__init__,method,3,5,5,114,22.8,0,0,"['self', 'config', 'size', 'random_crop', 'interpolation', 'crop_size']","[None, None, None, None, None, None]","[None, 'None', 'None', 'True', '""bicubic""', 'None']",103,[],['super'],1
taming/data/ade20k.py:ADE20kTrain:get_split,ADE20kTrain:get_split,method,1,2,2,13,6.5,0,0,['self'],[None],[None],107,[],[],0
taming/data/ade20k.py:ADE20kValidation:get_split,ADE20kValidation:get_split,method,1,2,2,18,9.0,0,0,['self'],[None],[None],107,[],[],0
taming/data/base.py:ConcatDatasetWithIndex,ConcatDatasetWithIndex,class,9,40,31,345,8.62,0,3,[],[],[],8,[],[],0
taming/data/base.py:ImagePaths,ImagePaths,class,33,89,67,1065,11.97,1,3,[],[],[],23,[],[],0
taming/data/base.py:NumpyPaths,NumpyPaths,class,8,26,19,300,11.54,0,0,[],[],[],62,[],[],0
taming/data/base.py:ConcatDatasetWithIndex:__getitem__,ConcatDatasetWithIndex:__getitem__,method,8,37,28,319,8.62,0,3,"['self', 'idx']","[None, None]","[None, None]",10,[],"['len', 'ValueError', 'bisect.bisect_right']",3
taming/data/base.py:ImagePaths:__init__,ImagePaths:__init__,method,17,44,34,535,12.16,0,2,"['self', 'paths', 'size', 'random_crop', 'labels']","[None, None, None, None, None]","[None, None, 'None', 'False', 'None']",24,[],"['dict', 'len', 'albumentations.SmallestMaxSize', 'albumentations.CenterCrop', 'albumentations.RandomCrop', 'albumentations.Compose']",6
taming/data/base.py:ImagePaths:__len__,ImagePaths:__len__,method,2,2,2,18,9.0,0,0,['self'],[None],[None],42,[],[],0
taming/data/base.py:ImagePaths:preprocess_image,ImagePaths:preprocess_image,method,7,17,12,219,12.88,0,1,"['self', 'image_path']","[None, None]","[None, None]",45,[],"['Image.open', 'image.convert', 'np.array', 'self.preprocessor']",4
taming/data/base.py:ImagePaths:__getitem__,ImagePaths:__getitem__,method,8,12,11,145,12.08,1,0,"['self', 'i']","[None, None]","[None, None]",54,[],"['dict', 'self.preprocess_image']",2
taming/data/base.py:NumpyPaths:preprocess_image,NumpyPaths:preprocess_image,method,7,23,16,262,11.39,0,0,"['self', 'image_path']","[None, None]","[None, None]",45,[],"['np.load', 'np.transpose', 'Image.fromarray', 'np.array', 'self.preprocessor']",5
taming/data/coco.py:Examples,Examples,class,9,13,13,298,22.92,0,0,[],[],[],12,[],[],0
taming/data/coco.py:CocoBase,CocoBase,class,91,283,199,4015,14.19,2,11,[],[],[],22,[],[],0
taming/data/coco.py:CocoImagesAndCaptionsTrain,CocoImagesAndCaptionsTrain,class,10,18,17,377,20.94,0,0,[],[],[],151,[],[],0
taming/data/coco.py:CocoImagesAndCaptionsValidation,CocoImagesAndCaptionsValidation,class,11,20,19,421,21.05,0,0,[],[],[],164,[],[],0
taming/data/coco.py:Examples:__init__,Examples:__init__,method,8,8,8,228,28.5,0,0,"['self', 'size', 'random_crop', 'interpolation']","[None, None, None, None]","[None, '256', 'False', '""bicubic""']",13,[],['super'],1
taming/data/coco.py:CocoBase:__init__,CocoBase:__init__,method,57,160,119,2291,14.32,2,7,"['self', 'size', 'dataroot', 'datajson', 'onehot_segmentation', 'use_stuffthing', 'crop_size', 'force_no_crop', 'given_files']","[None, None, None, None, None, None, None, None, None]","[None, 'None', '""""', '""""', 'False', 'False', 'None', 'False', 'None']",24,[],"['self.get_split', 'NotImplemented', 'open', 'json.load', 'dict', 'data_json.split', 'data_json.endswith', 'list', 'tqdm', 'albumentations.SmallestMaxSize', 'albumentations.CenterCrop', 'albumentations.RandomCrop', 'albumentations.Compose', 'albumentations.Resize']",14
taming/data/coco.py:CocoBase:__len__,CocoBase:__len__,method,1,2,2,35,17.5,0,0,['self'],[None],[None],93,[],['len'],1
taming/data/coco.py:CocoBase:preprocess_image,CocoBase:preprocess_image,method,25,73,47,945,12.95,0,4,"['self', 'image_path', 'segmentation_path']","[None, None, None]","[None, None, None]",96,[],"['Image.open', 'image.convert', 'np.array', 'segmentation.convert', 'self.preprocessor', 'np.ravel', 'np.zeros', 'onehot.reshape']",8
taming/data/coco.py:CocoBase:__getitem__,CocoBase:__getitem__,method,14,29,28,490,16.9,0,0,"['self', 'i']","[None, None]","[None, None]",134,[],"['self.preprocess_image', 'len', 'img_path.split']",3
taming/data/coco.py:CocoImagesAndCaptionsTrain:__init__,CocoImagesAndCaptionsTrain:__init__,method,7,7,7,237,33.86,0,0,"['self', 'size', 'onehot_segmentation', 'use_stuffthing', 'crop_size', 'force_no_crop']","[None, None, None, None, None, None]","[None, None, 'False', 'False', 'None', 'False']",153,[],['super'],1
taming/data/coco.py:CocoImagesAndCaptionsTrain:get_split,CocoImagesAndCaptionsTrain:get_split,method,1,2,2,13,6.5,0,0,['self'],[None],[None],160,[],[],0
taming/data/coco.py:CocoImagesAndCaptionsValidation:__init__,CocoImagesAndCaptionsValidation:__init__,method,8,8,8,258,32.25,0,0,"['self', 'size', 'onehot_segmentation', 'use_stuffthing', 'crop_size', 'force_no_crop', 'given_files']","[None, None, None, None, None, None, None]","[None, None, 'False', 'False', 'None', 'False', 'None']",166,[],['super'],1
taming/data/coco.py:CocoImagesAndCaptionsValidation:get_split,CocoImagesAndCaptionsValidation:get_split,method,1,2,2,18,9.0,0,0,['self'],[None],[None],160,"['    """"""returns a pair of (image, caption)""""""\n']",[],0
taming/data/custom.py:CustomBase,CustomBase,class,8,18,14,165,9.17,0,0,[],[],[],9,[],[],0
taming/data/custom.py:CustomTrain,CustomTrain,class,8,16,16,202,12.62,0,0,[],[],[],23,[],[],0
taming/data/custom.py:CustomTest,CustomTest,class,8,16,16,194,12.12,0,0,[],[],[],31,[],[],0
taming/data/custom.py:CustomBase:__init__,CustomBase:__init__,method,2,3,3,33,11.0,0,0,"['self', '*args', '**kwargs']","[None, None, None]","[None, None, None]",10,[],['super'],1
taming/data/custom.py:CustomBase:__len__,CustomBase:__len__,method,1,2,2,20,10.0,0,0,['self'],[None],[None],14,[],['len'],1
taming/data/custom.py:CustomBase:__getitem__,CustomBase:__getitem__,method,3,4,3,34,8.5,0,0,"['self', 'i']","[None, None]","[None, None]",17,[],[],0
taming/data/custom.py:CustomTrain:__init__,CustomTrain:__init__,method,7,12,12,152,12.67,0,0,"['self', 'size', 'training_images_list_file']","[None, None, None]","[None, None, None]",24,[],"['super', 'open', 'f.read', 'ImagePaths']",4
taming/data/custom.py:CustomTest:__init__,CustomTest:__init__,method,7,12,12,148,12.33,0,0,"['self', 'size', 'test_images_list_file']","[None, None, None]","[None, None, None]",32,[],"['super', 'open', 'f.read', 'ImagePaths']",4
taming/data/faceshq.py:FacesBase,FacesBase,class,13,36,29,254,7.06,1,1,[],[],[],9,[],[],0
taming/data/faceshq.py:CelebAHQTrain,CelebAHQTrain,class,12,27,27,279,10.33,0,0,[],[],[],29,[],[],0
taming/data/faceshq.py:CelebAHQValidation,CelebAHQValidation,class,12,27,27,284,10.52,0,0,[],[],[],40,[],[],0
